,star,2MASS ID,source_id,AllWISE ID,GALEX ID,ra,dec,distance,vsini,VSX Period,Av,fe_h,m_G,Gaia G flux_over_error,m_BP,Gaia BP flux_over_error,m_RP,Gaia RP flux_over_error,2MASS J,2MASS J error,2MASS H,2MASS H error,2MASS K,2MASS K error,WISE W1,WISE W1 error,WISE W2,WISE W2 error,WISE W3,WISE W3 error,WISE W4,WISE W4 error,GALEX FUV,GALEX FUV Error,GALEX NUV,GALEX NUV Error,Li Profile,H-alpha Profile,Ca II H Profile,Ca II K Profile,2MASS_qph,ALLWISE_ccf,ALLWISE_qph,leiner_class,updated_class,P_orb,P_orb_err,ecc,ecc_err,K1,K1_err,K2,K2_err,orb_class,M2_min (M1=1.0Msun),M2_min (M1=1.1Msun),M2_min (M1=1.2Msun),M2_min (M1=1.3Msun),M2_min (M1=1.4Msun),M2_min (M1=1.5Msun)
466,CSS J154536.2+363824,2MASS 15453628+3638256,1375964314545669120,WISEA J154536.28+363825.6,GALEX J154536.2+363826,236.40117427274652,36.640438676216945,1365.779219836236,,1.19,0.06,,14.34021,582.2629,14.865623,162.18271,13.649868,211.86557,12.766,0.027,12.323,0.033,12.109,0.02,12.07,0.023,12.049,0.022,12.018,0.202,9.662,,,,21.16939926147461,0.1777999997138977,,,,,AAA,0000,AABU,RS,RS,,,,,,,,,,,,,,,
467,ZTF J154659.26+400135.5,2MASS 15465926+4001354,1377752601488564480,WISEA J154659.25+400135.4,GALEX J154659.4+400136,236.746904514243,40.026502044889945,1482.2887712919994,,3.64,0.04,-0.0702,14.799118,766.77167,15.351412,201.90036,14.0948,287.82727,13.37,0.023,12.833,0.024,12.662,0.024,12.494,0.023,12.472,0.023,12.098,0.205,8.926,,,,21.73310089111328,0.3501000106334686,,,,,AAA,0000,AABU,RS,SSG,,,,,,,,,,,,,,,
468,ZTF J154537.96+411843.4,2MASS 15453795+4118436,1378076373303013632,WISEA J154537.96+411843.5,GALEX J154538.0+411844,236.4081782858022,41.312058849832134,985.9741706469928,,2.7,0.06,-0.1223,14.05063,284.14645,14.622326,84.04072,13.305919,105.08323,12.205,0.024,11.655,0.029,11.531,0.019,11.504,0.023,11.482,0.021,11.309,0.11,9.104,,,,20.75480079650879,0.1187999993562698,,,,,AAA,0000,AABU,SSG,SSG,,,,,,,,,,,,,,,
469,ROTSE1 J160518.19+372623.5,2MASS 16051814+3726238,1378498547111953920,WISEA J160518.13+372623.3,GALEX J160518.1+372624,241.32553545710147,37.43974192437922,589.8558670500146,10.65725,5.92,0.04,-0.5029,11.981494,310.36462,12.410233,104.77038,11.368103,99.86561,10.599,0.022,10.146,0.019,10.008,0.017,9.857,0.023,9.853,0.02,9.765,0.032,9.043,,21.020000457763672,0.2949,17.642000198364258,0.0324000008404254,No,Variable H-alpha,No RV Data,No RV Data,AAA,0000,AAAU,RS,SSG,,,,,,,,,,,,,,,
470,CSS J160531.0+390213,2MASS 16053098+3902149,1379485844130555776,WISEA J160530.96+390214.8,GALEX J160530.9+390214,241.37903017851292,39.037443754606066,1386.0849904157096,,5.5,0.02,-0.3096,14.64344,218.21568,15.154819,65.24246,13.951341,65.01333,13.076,0.024,12.506,0.024,12.373,0.025,12.322,0.023,12.307,0.023,12.074,0.173,9.582,,,,21.29400062561035,0.2236000001430511,,,,,AAA,0000,AABU,RS,SSG,,,,,,,,,,,,,,,
471,ZTF J162639.53+412116.7,2MASS 16263952+4121168,1381075634865165568,WISEA J162639.53+412116.8,GALEX J162639.5+412117,246.66472576479592,41.35463639825454,1081.8820174405491,,18.02,0.02,-0.0546,14.127555,240.10356,14.728388,74.881966,13.354684,99.37115,12.385,0.022,11.802,0.022,11.648,0.02,11.567,0.023,11.597,0.021,11.522,0.171,9.207,,22.26639938354492,0.5008,21.649200439453125,0.2089000046253204,,,,,AAA,0000,AABU,cut,SSG,,,,,,,,,,,,,,,
472,ZTF J155936.55+394851.3,2MASS 15593656+3948512,1382759605642657920,WISEA J155936.55+394851.3,GALEX J155936.6+394851,239.902293434044,39.81423413036688,1776.2705581828222,,9.4,0.04,-0.519,14.707812,479.0097,15.155108,138.98805,14.090811,174.24284,13.279,0.022,12.808,0.021,12.704,0.022,12.639,0.023,12.638,0.023,12.587,0.262,9.161,,19.20759963989257,0.1179,19.13319969177246,0.0763999968767166,,,,,AAA,0000,AABU,RS,SSG,,,,,,,,,,,,,,,
473,V1145 Her,2MASS 15574958+4123197,1383472707652621056,WISEA J155749.55+412319.7,GALEX J155749.5+412319,239.45645724305183,41.38879838143389,790.9498822345372,,15.9,0.04,-0.19,12.712125,665.2775,13.188796,201.2252,12.070233,267.5714,11.206,0.018,10.708,0.018,10.615,0.02,10.526,0.023,10.543,0.02,10.407,0.046,9.063,,,,18.936399459838867,0.0379000008106231,,,,,AAA,0000,AAAU,RS,RS,,,,,,,,,,,,,,,
474,[YWW2015]_SK49 5129,2MASS 16080833+4159017,1384859535412552320,WISEA J160808.33+415902.0,GALEX J160808.2+415902,242.03472359103637,41.98389276409283,1197.0796234192007,,5.3,0.04,-0.0716,14.245892,345.91766,14.824679,80.17106,13.530907,132.9292,12.639,0.021,12.064,0.021,11.923,0.026,11.883,0.023,11.874,0.022,11.891,0.147,9.278,,,,21.99139976501465,0.2284999936819076,,,,,AAA,0000,AABU,SSG,SSG,,,,,,,,,,,,,,,
475,ZTF J161401.01+445356.3,2MASS 16140100+4453565,1385781819509732608,WISEA J161401.01+445356.4,,243.50420712217675,44.89897333988151,916.0807575302662,,15.65,0.03,0.0386,12.960471,433.86166,13.556195,125.18924,12.230378,168.55748,11.402,0.021,10.852,0.019,10.692,0.017,10.519,0.023,10.581,0.02,10.475,0.05,9.401,0.413,,,,,,,,,AAA,0000,AAAC,RS,SSG,,,,,,,,,,,,,,,
476,ZTF J160529.88+445431.9,2MASS 16052988+4454319,1386310444084962176,WISEA J160529.88+445431.9,,241.37451873151744,44.908864602678314,1593.5609788696747,,1.07,0.04,-0.4332,14.333505,998.3819,14.778096,294.82516,13.722934,329.0653,12.959,0.023,12.509,0.024,12.411,0.025,12.355,0.023,12.368,0.022,12.408,0.225,9.581,,,,,,,,,,AAA,0000,AABU,RS,SSG,,,,,,,,,,,,,,,
477,ZTF J161705.01+473232.1,2MASS 16170501+4732321,1387035125326433792,WISEA J161705.01+473232.1,,244.2708892576737,47.54224457148739,1843.6837773054212,,6.86,0.03,-0.0213,15.296179,681.6148,15.795431,194.92369,14.638208,191.95567,13.754,0.025,13.287,0.026,13.108,0.036,13.104,0.023,13.105,0.025,12.895,0.334,9.226,,,,,,,,,,AAA,0000,AABU,RS,SSG,,,,,,,,,,,,,,,
478,ZTF J152224.63+354541.1,2MASS 15222463+3545409,1387109926476905600,WISEA J152224.63+354541.0,GALEX J152224.5+354540,230.6026325630261,35.761398936505685,1509.9351621958642,,18.71,0.05,,14.82167,1069.9249,15.328817,299.64032,14.149641,309.6263,13.178,0.021,12.679,0.018,12.565,0.023,12.599,0.023,12.591,0.023,12.538,0.302,9.027,,,,21.22879981994629,0.227400004863739,,,,,AAA,0000,AABU,RS,RS,,,,,,,,,,,,,,,
479,ZTF J151745.69+444248.2,2MASS 15174571+4442483,1395123476458157824,WISEA J151745.71+444248.2,GALEX J151745.6+444248,229.44043462802725,44.713383885021706,1766.7685724942553,,12.17,0.07,-0.3181,14.216166,663.43207,14.645592,177.07881,13.605726,206.21808,12.875,0.023,12.427,0.021,12.347,0.025,12.245,0.023,12.278,0.022,12.55,0.281,9.524,,,,20.190399169921875,0.0794999971985817,,,,,AAA,0000,AABU,RS,RS,,,,,,,,,,,,,,,
480,ZTF J152446.97+462848.2,2MASS 15244701+4628486,1395693126560164352,WISEA J152446.99+462848.3,GALEX J152447.0+462848,231.1957555923143,46.48004295876932,1133.8613762626776,,10.04,0.05,,13.076167,388.90973,13.549829,126.62431,12.360465,149.09393,11.215,0.022,10.698,0.021,10.588,0.018,10.709,0.023,10.658,0.02,10.608,0.053,9.35,,,,18.952299118041992,0.0627999976277351,,,,,AAA,0000,AAAU,cut,RS,,,,,,,,,,,,,,,
481,ZALD J15293649+4632471,2MASS 15293648+4632470,1395743223059351552,WISEA J152936.48+463247.2,GALEX J152936.5+463246,232.40200720370424,46.546464613039696,690.7738314453258,,40.83,0.04,0.1149,10.277135,381.6669,10.895134,102.143974,9.533012,147.10071,8.592,0.027,8.004,0.026,7.875,0.02,7.688,0.029,7.791,0.02,7.674,0.017,7.675,0.104,22.1658992767334,0.4404,18.044300079345703,0.0408999994397163,,,,,AAA,0000,AAAA,RS,RS,,,,,,,,,,,,,,,
482,ZTF J154854.35+441305.1,2MASS 15485437+4413052,1396587991586615296,WISEA J154854.35+441305.1,GALEX J154854.3+441304,237.22648684257,44.218073143688464,946.6296072749744,,4.73,0.04,-0.1926,13.132852,265.66293,13.679363,76.69096,12.414112,97.283195,11.335,0.022,10.749,0.021,10.638,0.02,10.646,0.023,10.642,0.021,10.613,0.053,9.639,,19.96689987182617,0.1919,18.717199325561523,0.0707999989390373,,,,,AAA,0000,AAAU,RS,SSG,,,,,,,,,,,,,,,
483,ZTF J155140.40+444617.6,2MASS 15514038+4446177,1397001064361204480,WISEA J155140.39+444617.7,GALEX J155140.5+444617,237.91831812494377,44.77155478694063,1849.6467324422092,,13.23,0.05,-0.2412,13.915955,290.42148,14.443567,90.44253,13.193236,108.01265,12.042,0.022,11.473,0.015,11.359,0.018,11.346,0.022,11.336,0.021,11.135,0.077,9.361,,,,20.07859992980957,0.1167000010609626,,,,,AAA,0000,AAAU,cut,SSG,,,,,,,,,,,,,,,
484,ZTF J160236.15+470028.8,2MASS 16023616+4700289,1398816598576776704,WISEA J160236.15+470028.8,,240.650655070182,47.00797253067889,695.5527689685223,,3.84,0.04,,12.929923,1034.2344,13.400087,277.52368,12.29459,334.78802,11.491,0.026,11.028,0.027,10.947,0.02,10.878,0.022,10.918,0.02,10.891,0.065,9.002,,,,,,,,,,AAA,hhhH,AAAU,RS,RS,,,,,,,,,,,,,,,
485,QZ Boo,2MASS 15392086+4745238,1401159589135954432,WISEA J153920.84+474523.7,GALEX J153920.8+474523,234.83681491306592,47.756597991592656,310.51083010318524,10.34625,20.0,0.05,0.0,10.827241,266.77393,11.434642,71.62713,10.070057,99.08103,9.225,0.021,8.612,0.023,8.457,0.018,8.233,0.023,8.279,0.02,8.173,0.018,8.178,0.147,21.404600143432617,0.2552,18.207500457763672,0.0309999994933605,Yes,Variable H-alpha,Normal Emission,Variable,AAA,0000,AAAB,SSG,SSG,15.7623,0.0736,0.1837,0.0095,32.926,0.156,,,SB1,0.450698,0.47715878,0.50279295,0.5276926,0.55193335,0.57557815
486,ZTF J155242.99+501016.5,2MASS 15524299+5010164,1403317586863541504,WISEA J155242.99+501016.4,GALEX J155243.0+501016,238.17914692818545,50.17122526301805,1627.9221146400414,,1.72,0.05,-0.4523,14.798996,585.3074,15.270193,173.59406,14.158268,218.17912,13.392,0.027,12.835,0.031,12.782,0.025,12.74,0.023,12.736,0.022,12.393,0.184,9.248,,,,21.18000030517578,0.1532000005245208,,,,,AAA,0000,AABU,RS,SSG,,,,,,,,,,,,,,,
487,ZTF J155957.62+503645.5,2MASS 15595761+5036452,1403533469100017024,WISEA J155957.61+503645.4,GALEX J155957.6+503646,239.99006836623707,50.61262426334848,1858.1213975541136,,1.14,0.06,-0.5818,14.629895,950.84656,15.055552,287.47284,14.027759,339.8555,13.309,0.021,12.826,0.017,12.696,0.027,12.663,0.023,12.684,0.022,12.307,0.185,9.748,,,,20.35689926147461,0.12950000166893,,,,,AAA,0000,AABU,RS,SSG,,,,,,,,,,,,,,,
488,ZTF J163616.24+450736.1,2MASS 16361625+4507362,1406813690243014528,WISEA J163616.26+450736.2,,249.06771211754523,45.126700549658,1565.0454853614244,,5.91,0.04,-0.5674,14.321883,965.5796,14.76964,297.1201,13.691174,272.26697,12.692,0.025,12.167,0.022,12.06,0.019,12.041,0.023,12.012,0.021,11.734,0.169,9.518,0.54,,,,,,,,,AAA,0000,AABC,RS,SSG,,,,,,,,,,,,,,,
489,ZTF J165758.71+481224.9,2MASS 16575871+4812250,1408304765449026560,WISEA J165758.71+481225.0,GALEX J165758.7+481223,254.49464344830196,48.20690983498916,853.4509171174966,,7.3,0.06,-0.9898,13.388761,433.01675,13.988509,127.66508,12.643892,166.37364,11.574,0.019,11.046,0.017,10.905,0.012,10.837,0.124,10.856,0.02,10.456,0.054,8.691,0.257,,,21.07150077819824,0.2894999980926513,,,,,AAA,0000,BAAB,SSG,SSG,,,,,,,,,,,,,,,
490,ZTF J162719.08+480801.8,2MASS 16271909+4808018,1410951358656960768,WISEA J162719.04+480802.2,,246.8294836150093,48.13383454017513,1782.8637755145212,,5.53,0.04,,13.58533,806.6985,13.955038,222.58743,13.046137,275.44327,12.423,0.023,12.006,0.015,11.961,0.024,11.718,0.023,11.744,0.021,11.225,0.07,9.039,0.269,,,,,,,,,AAA,0000,AAAB,RS,RS,,,,,,,,,,,,,,,
491,V1190 Her,2MASS 16294304+4822237,1411333228493377152,WISEA J162943.03+482223.5,GALEX J162943.0+482223,247.42929000327575,48.37318199300661,595.9152669583309,,2.66,0.05,-0.2024,12.744304,322.99506,13.36279,100.29856,11.97522,115.009056,10.835,0.022,10.27,0.023,10.071,0.016,9.956,0.023,9.935,0.021,9.812,0.03,9.783,0.427,22.26549911499023,0.4501,19.53860092163086,0.0557999983429908,,,,,AAA,0000,AAAC,SSG,SSG,,,,,,,,,,,,,,,
492,ZTF J164418.86+511456.7,2MASS 16441886+5114570,1413238377202438272,WISEA J164418.86+511456.8,GALEX J164418.8+511457,251.0785992106412,51.249097687464634,1519.8146946927295,,7.6,0.05,-0.2572,14.506133,496.96216,15.076,143.23712,13.775438,174.13715,12.768,0.025,12.18,0.017,12.037,0.019,11.92,0.023,11.897,0.021,11.756,0.122,9.765,,,,21.36090087890625,0.2215999960899353,,,,,AAA,0000,AABU,RS,SSG,,,,,,,,,,,,,,,
493,ZTF J164935.35+523611.1,2MASS 16493535+5236110,1413922617032076032,WISEA J164935.35+523611.1,GALEX J164935.3+523611,252.3973054210819,52.60306677780209,1857.2356969388456,,6.42,0.16,-0.4815,14.885465,454.2058,15.375092,125.32313,14.227106,163.79515,13.297,0.023,12.817,0.021,12.7,0.024,12.643,0.023,12.634,0.023,12.014,0.154,9.646,,,,20.67589950561523,0.1089000031352043,,,,,AAA,0000,AABU,RS,SSG,,,,,,,,,,,,,,,
494,ZTF J164846.53+524308.3,2MASS 16484653+5243082,1413937700957320320,WISEA J164846.53+524308.2,GALEX J164846.5+524307,252.19386613284203,52.71895345282176,1478.448762335652,,25.6,0.14,0.0198,13.854714,776.18304,14.421348,226.51698,13.134329,278.39908,12.248,0.021,11.68,0.019,11.538,0.016,11.47,0.022,11.5,0.021,11.331,0.08,9.297,,,,20.767900466918945,0.1622000038623809,,,,,AAA,0000,AAAU,RS,SSG,,,,,,,,,,,,,,,
495,ZTF J172910.11+541311.0,2MASS 17291012+5413106,1416381056312535680,WISEA J172910.12+541310.7,GALEX J172910.0+541310,262.29215177984617,54.21968404730954,978.7219917290356,,2.36,0.12,-0.4527,13.87899,447.45013,14.528912,137.82112,13.092646,174.56383,11.977,0.022,11.366,0.019,11.164,0.023,11.0,0.023,10.981,0.02,10.976,0.071,9.638,,,,20.791900634765625,0.1309999972581863,,,,,AAA,0000,AAAU,cut,SSG,,,,,,,,,,,,,,,
496,ZTF J174124.69+522717.7,2MASS 17412470+5227178,1416538320834557568,WISEA J174124.69+522717.7,GALEX J174124.7+522717,265.3529098169267,52.45491822609581,951.73239465518,,1.94,0.1,0.2176,14.359265,137.04564,15.117733,41.132843,13.507531,50.715366,12.233,0.029,11.514,0.032,11.37,0.023,11.283,0.023,11.209,0.021,11.031,0.076,9.327,,,,21.10149955749512,0.1596000045537948,,,,,AAA,0000,AAAU,SSG,SSG,,,,,,,,,,,,,,,
497,ZTF J173755.19+535046.2,2MASS 17375520+5350462,1417667519276150784,WISEA J173755.19+535046.2,GALEX J173755.3+535046,264.47998390277473,53.84616654430483,1807.613058328772,,3.44,0.1,-0.2724,14.566041,478.8466,15.130569,137.26938,13.846756,176.25917,12.897,0.027,12.267,0.028,12.159,0.023,12.099,0.023,12.081,0.021,11.898,0.139,9.521,,,,21.431400299072266,0.1923999935388565,,,,,AAA,0000,AABU,RS,SSG,,,,,,,,,,,,,,,
498,ZTF J175126.98+560308.9,2MASS 17512698+5603088,1418417420566126208,WISEA J175126.98+560308.8,GALEX J175126.7+560308,267.8624134397544,56.05245569561696,1438.3820764807615,,12.85,0.11,-0.2486,15.532454,545.3426,16.231863,147.68704,14.716319,210.2515,13.403,0.03,12.82,0.037,12.632,0.026,12.792,0.023,12.725,0.023,12.461,0.31,8.821,,,,22.46489906311035,0.3948999941349029,,,,,AAA,0000,AABU,SSG,SSG,,,,,,,,,,,,,,,
499,CSS J170910.3+542945,2MASS 17091037+5429450,1420002778894668288,WISEA J170910.36+542945.1,GALEX J170910.3+542944,257.2931850700017,54.495861041009405,1689.785069608502,,5.03,0.05,-0.636,15.390112,107.25532,16.028116,34.0958,14.606582,44.45124,13.409,0.025,12.798,0.026,12.649,0.023,12.584,0.129,12.545,0.023,12.27,0.233,9.605,,,,21.347000122070312,0.3350000083446502,,,,,AAA,0000,BABU,SSG,SSG,,,,,,,,,,,,,,,
500,ZTF J173523.47+554016.5,2MASS 17352344+5540166,1421022679008990336,WISEA J173523.46+554016.5,GALEX J173523.7+554015,263.8477889895652,55.6712355570875,1093.9819768814025,,10.14,0.13,-0.5041,13.776788,401.2032,14.287035,114.38297,13.104927,133.8988,12.46,0.027,11.914,0.033,11.78,0.02,11.575,0.023,11.587,0.021,11.591,0.124,9.615,0.483,,,20.52429962158203,0.1212000027298927,,,,,AAA,0000,AABC,RS,SSG,,,,,,,,,,,,,,,
501,ZTF J175405.81+570007.9,2MASS 17540581+5700077,1421603770903729024,WISEA J175405.81+570007.7,GALEX J175405.8+570007,268.5242361773755,57.00217723507031,919.66280188341,,8.01,0.13,-0.1108,13.120658,327.68405,13.642333,123.19124,12.414179,155.71825,11.515,0.022,10.971,0.021,10.866,0.016,10.721,0.023,10.706,0.02,10.548,0.076,9.272,,,,19.85020065307617,0.0982000008225441,,,,,AAA,dddD,AAAU,RS,SSG,,,,,,,,,,,,,,,
502,ZTF J175025.61+575308.4,2MASS 17502561+5753085,1421863015129862400,WISEA J175025.60+575308.6,GALEX J175025.6+575308,267.60672771472633,57.8856751639433,1503.3125876050851,,8.9,0.11,-0.1664,14.34491,375.98584,14.888552,119.63626,13.6292305,143.64488,12.671,0.026,12.068,0.032,11.962,0.021,11.914,0.036,11.911,0.034,11.89,0.206,9.091,,,,21.454200744628903,0.2552999854087829,,,,,AAA,hh00,AABU,RS,SSG,,,,,,,,,,,,,,,
503,ZTF J173010.13+572439.7,2MASS 17301013+5724398,1422377586571452032,WISEA J173010.13+572439.7,GALEX J173010.1+572437,262.54221209614184,57.41102213295884,1950.002313232124,,4.17,0.11,-0.1284,14.529231,288.5085,15.153136,83.05962,13.764557,113.651825,12.969,0.025,12.284,0.027,12.164,0.024,11.923,0.023,11.904,0.021,11.86,0.148,9.506,,21.46949958801269,0.4488,21.82979965209961,0.3995000123977661,,,,,AAA,0000,AABU,RS,SSG,,,,,,,,,,,,,,,
504,ZTF J162331.01+514729.5,2MASS 16233103+5147296,1424852346727465600,WISEA J162331.02+514729.4,,245.87923339336163,51.79150957003522,765.360438655786,,9.96,0.05,,13.335334,616.1552,13.883754,186.616,12.631484,211.57164,11.771,0.021,11.237,0.018,11.099,0.016,11.038,0.023,11.075,0.02,10.997,0.069,9.775,,,,,,,,,,AAA,0000,AAAU,RS,RS,,,,,,,,,,,,,,,
505,ZTF J164949.32+543808.4,2MASS 16494931+5438083,1426346720468539776,WISEA J164949.31+543808.3,GALEX J164949.4+543808,252.45547929885635,54.63565013428184,1273.288423733799,,3.53,0.04,-0.2174,14.404847,494.53552,14.903259,141.64954,13.737597,190.48448,12.917,0.021,12.367,0.022,12.287,0.022,12.19,0.022,12.188,0.021,12.246,0.138,9.986,,,,20.90539932250977,0.1264999955892563,,,,,AAA,0000,AABU,RS,SSG,,,,,,,,,,,,,,,
506,ZTF J165416.25+554048.9,2MASS 16541622+5540488,1427259727436333056,WISEA J165416.24+554048.9,GALEX J165416.2+554048,253.5677044827109,55.68024922556964,1841.570499885025,,11.23,0.03,-0.8577,13.824232,2011.8441,14.1572695,508.68015,13.323103,876.9582,12.738,,12.395,0.031,12.3,0.022,12.298,0.023,12.313,0.022,11.982,0.117,9.932,,,,18.67329978942871,0.0381000004708766,,,,,UAA,0000,AABU,RS,RS,,,,,,,,,,,,,,,
507,ZTF J170222.34+544046.5,2MASS 17022237+5440465,1432156024513915648,WISEA J170222.35+544046.4,GALEX J170222.4+544047,255.5931335407932,54.67958209496137,1170.405665294214,,8.48,0.04,,14.329769,481.32846,14.84178,112.57441,13.653565,147.62807,12.845,0.022,12.293,0.019,12.16,0.024,12.113,0.093,12.145,0.022,12.146,0.203,9.697,,,,20.917800903320312,0.2502999901771545,,,,,AAA,hh00,AABU,RS,RS,,,,,,,,,,,,,,,
508,NSVS 2912600,2MASS 17212080+6003296,1434382501200491392,WISEA J172120.79+600329.6,GALEX J172120.8+600330,260.3366188644712,60.05822627772295,661.9413430933356,,4.4,0.06,,11.457684,332.14978,11.942182,113.561905,10.808663,91.125244,9.807,0.022,9.301,0.018,9.167,0.015,9.14,0.023,9.147,0.02,9.05,0.025,9.07,0.391,21.49530029296875,0.3485,16.997299194335938,0.0237000007182359,,,,,AAA,0000,AAAC,RS,RS,,,,,,,,,,,,,,,
509,ZTF J174735.97+603731.5,2MASS 17473597+6037314,1435350105792741760,WISEA J174735.97+603731.4,GALEX J174735.9+603731,266.8998799105325,60.62540359985507,1622.333679906622,,11.15,0.1,-1.0307,14.147823,586.2115,14.572942,234.91801,13.500044,314.3363,12.731,0.025,12.28,0.023,12.13,0.024,12.082,0.023,12.106,0.021,12.082,0.165,9.812,,,,20.63290023803711,0.1457999944686889,,,,,AAA,0000,AABU,cut,SSG,,,,,,,,,,,,,,,
510,ZTF J165919.55+580052.8,2MASS 16591955+5800527,1436687519953114368,WISEA J165919.55+580052.7,,254.83146486847585,58.01466565447029,1335.808013878482,,0.93,0.05,-0.2254,13.961903,1121.272,14.398207,308.98734,13.362618,332.897,12.73,0.023,12.216,0.024,12.144,0.021,12.044,0.023,12.085,0.021,12.141,0.139,10.064,,,,,,,,,,AAA,d000,AABU,RS,RS,,,,,,,,,,,,,,,
511,ZTF J174206.72+624735.5,2MASS 17420682+6247350,1439558898864573568,WISEA J174206.76+624735.3,GALEX J174206.7+624735,265.5280808263343,62.79317405941681,1559.161211473665,,14.18,0.1,,13.243721,766.94635,13.658304,237.27193,12.657524,307.97095,11.978,0.023,11.53,0.023,11.436,0.021,11.33,0.023,11.338,0.021,11.245,0.078,9.276,,,,18.008499145507812,0.0432999990880489,,,,,AAA,h000,AAAU,RS,RS,,,,,,,,,,,,,,,
512,ZTF J174833.28+630846.2,2MASS 17483340+6308459,1439595556409332480,WISEA J174833.33+630846.1,GALEX J174833.3+630845,267.1387458886103,63.14615961534344,927.7744733886008,,3.14,0.08,-0.1645,12.454509,1190.4362,12.854683,338.7087,11.879606,467.09436,11.224,0.022,10.829,0.021,10.753,0.018,10.681,0.023,10.693,0.02,10.574,0.048,9.47,,,,18.374099731445312,0.0434000007808208,,,,,AAA,0000,AAAU,RS,RS,,,,,,,,,,,,,,,
513,IT Com,2MASS 13350812+2046550,1441340794896375040,WISEA J133508.03+204654.4,GALEX J133508.0+204654,203.7832851411036,20.78171682859745,156.36607804345454,,65.1,0.06,-0.0244,7.365985,1370.1069,7.9461756,381.231,6.633611,472.22504,5.744,0.026,5.24,0.036,5.022,0.017,4.936,0.208,4.796,0.086,4.921,0.014,4.838,0.031,18.77109909057617,0.1175,15.10569953918457,0.0062000001780688,,,,,AAA,0000,BAAA,RS,SSG,59.09016547357474,0.018808745,0.6036527439346656,0.0061597037,9.817597899616944,0.062281813,,,SB1,0.15787323,0.16770525,0.1772307,0.18648387,0.19549294,0.20428133
514,CSS J133019.7+290541,2MASS 13301973+2905410,1450047243360903168,WISEA J133019.72+290540.8,GALEX J133019.7+290541,202.58217205925592,29.09467337125257,1567.630058809994,,3.84,0.02,-0.0346,13.727854,317.3591,14.355425,92.55298,12.960289,114.84295,12.025,0.023,11.389,0.022,11.239,0.018,11.099,0.022,11.144,0.02,10.917,0.119,8.809,,,,20.83970069885254,0.1693000048398971,,,,,AAA,0000,AABU,SSG,SSG,,,,,,,,,,,,,,,
515,CSS J135518.3+255712,2MASS 13551843+2557122,1450405374913661056,WISEA J135518.41+255712.1,GALEX J135518.4+255711,208.8266796946499,25.95335167522637,1295.4114834164066,,16.33,0.04,-0.3712,14.690875,420.66144,15.275593,129.2551,13.94727,167.9077,12.921,0.023,12.354,0.023,12.201,0.021,12.081,0.023,12.065,0.022,11.822,0.205,8.862,,,,21.86389923095703,0.4395000040531158,,,,,AAA,0000,AABU,SSG,SSG,,,,,,,,,,,,,,,
516,CZ CVn,2MASS 14062615+3050475,1454245453633192576,WISEA J140626.16+305046.0,GALEX J140626.1+305046,211.60912172026536,30.84587525713554,98.10610636031775,,58.32,0.04,-0.0925,7.233197,345.09576,7.7821198,98.75837,6.537473,117.97161,5.619,0.019,5.128,0.017,4.993,0.016,4.885,0.219,4.762,0.091,4.931,0.014,4.844,0.03,18.56579971313477,0.0836,14.599300384521484,0.0043000001460313,,,,,AAA,0000,BAAA,cut,SSG,147.85535773977674,0.1306188,0.8241446401710526,0.023916405,,,,,AstroSpectroSB1,0.5532035,0.5837923,0.613372,0.64205784,0.66994387,0.6971085
517,ZTF J130804.64+282512.7,2MASS 13080466+2825129,1460978072569145600,WISEA J130804.65+282512.6,GALEX J130804.6+282513,197.01937855297385,28.420166808262568,1722.5013496074498,,21.43,0.03,,14.121718,858.7869,14.556755,266.70892,13.512577,305.20297,12.699,0.021,12.23,0.019,12.095,0.026,12.072,0.023,12.087,0.023,12.035,0.29,8.814,,,,19.437599182128903,0.0874999985098838,,,,,AAA,0000,AABU,RS,RS,,,,,,,,,,,,,,,
518,NT Com,2MASS 13034595+2837205,1461221030278712064,WISEA J130345.93+283720.8,GALEX J130345.9+283720,195.94131152711995,28.622491402445085,213.0175233004328,,3.2,0.03,-0.3,10.453638,682.5068,10.937222,192.46696,9.792073,257.6259,9.063,0.032,8.566,0.029,8.392,0.034,8.239,0.024,8.238,0.02,8.155,0.02,8.176,0.186,20.859100341796875,0.2594,16.54960060119629,0.0211999993771314,,,,,AAA,0000,AAAB,RS,SSG,,,,,,,,,,,,,,,
519,ROTSE1 J125818.06+282517.7,2MASS 12581804+2825180,1463836768440988928,WISEA J125818.05+282517.9,GALEX J125818.0+282518,194.57525926385185,28.42165204132562,670.3268208729469,,8.16,0.03,-0.3388,12.773299,362.17883,13.296918,108.59142,12.090153,132.39944,11.152,0.026,10.608,0.028,10.502,0.019,10.429,0.022,10.451,0.019,10.314,0.066,8.615,,22.05739974975586,0.4809,19.768699645996097,0.100100003182888,,,,,AAA,0000,AAAU,RS,SSG,,,,,,,,,,,,,,,
